"ecoregion","TAXA","value"
"PA1205","Reptiles",14
"PA1206","Reptiles",23
"PA1207","Reptiles",76
"PA1208","Reptiles",27
"PA1209","Reptiles",30
"PA1210","Reptiles",31
"PA1211","Reptiles",23
"PA1212","Reptiles",44
"PA1213","Reptiles",55
"PA1214","Reptiles",61
"PA1215","Reptiles",33
"PA1216","Reptiles",30
"PA1217","Reptiles",27
"PA1218","Reptiles",16
"PA1219","Reptiles",22
"PA1220","Reptiles",51
"PA1221","Reptiles",25
"PA1222","Reptiles",36
"PA1301","Reptiles",3
"PA1302","Reptiles",21
"PA1303","Reptiles",90
"PA1304","Reptiles",19
"PA1305","Reptiles",36
"PA1306","Reptiles",60
"PA1307","Reptiles",88
"PA1308","Reptiles",51
"PA1309","Reptiles",11
"PA1310","Reptiles",34
"PA1311","Reptiles",40
"PA1312","Reptiles",44
"PA1313","Reptiles",66
"PA1314","Reptiles",7
"PA1315","Reptiles",0
"PA1316","Reptiles",6
"PA1317","Reptiles",23
"PA1318","Reptiles",25
"PA1319","Reptiles",50
"PA1320","Reptiles",45
"PA1321","Reptiles",62
"PA1322","Reptiles",12
"PA1323","Reptiles",39
"PA1324","Reptiles",4
"PA1325","Reptiles",76
"PA1326","Reptiles",79
"PA1327","Reptiles",59
"PA1328","Reptiles",97
"PA1329","Reptiles",50
"PA1330","Reptiles",24
"PA1331","Reptiles",15
"PA1332","Reptiles",33
"PA1333","Reptiles",30
"AA0101","Plants",2000
"AA0102","Plants",1200
"AA0103","Plants",1500
"AA0104","Plants",1700
"AA0105","Plants",7500
"AA0106","Plants",2000
"AA0107","Plants",5500
"AA0108","Plants",1500
"AA0109","Plants",210
"AA0110","Plants",3200
"AA0111","Plants",2700
"AA0112","Plants",2500
"AA0113","Plants",3000
"AA0114","Plants",165
"AA0115","Plants",4400
"AA0116","Plants",3000
"AA0117","Plants",4800
"AA0118","Plants",2100
"AA0119","Plants",4800
"AA0120","Plants",5500
"AA0121","Plants",2100
"AA0122","Plants",4000
"AA0123","Plants",3900
"AA0124","Plants",2200
"AA0125","Plants",2800
"AA0126","Plants",950
"AA0127","Plants",5500
"AA0128","Plants",3500
"AA0201","Plants",2500
"AA0202","Plants",430
"AA0203","Plants",900
"AA0204","Plants",1600
"AA0401","Plants",315
"AA0402","Plants",3700
"AA0403","Plants",750
"AA0404","Plants",1300
"AA0405","Plants",1200
"AA0406","Plants",850
"AA0407","Plants",570
"AA0408","Plants",1000
"AA0409","Plants",2400
"AA0410","Plants",650
"AA0411","Plants",700
"AA0412","Plants",600
"AA0413","Plants",800
"AA0414","Plants",700
"AA0701","Plants",2500
"AA0702","Plants",1600
"AA0703","Plants",3100
"AA0704","Plants",1600
"AA0705","Plants",1600
"AA0706","Plants",2000
"AA0707","Plants",900
"AA0708","Plants",2200
"AA0709","Plants",1200
"AA0801","Plants",800
"AA0802","Plants",800
"AA0803","Plants",900
"AA1001","Plants",1000
"AA1002","Plants",1800
"AA1003","Plants",850
"AA1101","Plants",240
"AA1201","Plants",1800
"AA1202","Plants",2900
"AA1203","Plants",2000
"AA1204","Plants",2200
"AA1205","Plants",2300
"AA1206","Plants",2000
"AA1207","Plants",1100
"AA1208","Plants",1500
"AA1209","Plants",1900
"AA1210","Plants",2000
"AA1301","Plants",700
"AA1302","Plants",1400
"AA1303","Plants",400
"AA1304","Plants",500
"AA1305","Plants",400
"AA1306","Plants",200
"AA1307","Plants",800
"AA1308","Plants",800
"AA1309","Plants",800
"AA1310","Plants",900
"AA1401","Plants",250
"AT0101","Plants",3500
"AT0102","Plants",6000
"AT0103","Plants",3300
"AT0104","Plants",3600
"AT0105","Plants",1500
"AT0106","Plants",2100
"AT0107","Plants",4000
"AT0108","Plants",4000
"AT0109","Plants",3200
"AT0110","Plants",2000
"AT0111","Plants",3200
"AT0112","Plants",4000
"AT0113","Plants",280
"AT0114","Plants",2700
"AT0115","Plants",1000
"AT0116","Plants",2000
"AT0117","Plants",6000
"AT0118","Plants",3200
"AT0119","Plants",2700
"AT0120","Plants",950
"AT0121","Plants",3300
"AT0122","Plants",1500
"AT0123","Plants",3000
"AT0124","Plants",3600
"AT0125","Plants",3300
"AT0126","Plants",4100
"AT0127","Plants",950
"AT0128","Plants",2800
"AT0129","Plants",2100
"AT0130","Plants",3300
"AT0201","Plants",257
"AT0202","Plants",2100
"AT0203","Plants",1300
"AT0701","Plants",2400
"AT0702","Plants",1100
"AT0703","Plants",25
"AT0704","Plants",3800
"AT0705","Plants",2300
"AT0706","Plants",2800
"AT0707","Plants",2500
"AT0708","Plants",1000
"AT0709","Plants",1400
"AT0710","Plants",600
"AT0711","Plants",1300
"AT0712","Plants",2500
"AT0713","Plants",1300
"AT0714","Plants",1000
"AT0715","Plants",2600
"AT0716","Plants",2300
"AT0717","Plants",1500
"AT0718","Plants",3000
"AT0719","Plants",2200
"AT0721","Plants",2500
"AT0722","Plants",2100
"AT0723","Plants",3300
"AT0724","Plants",800
"AT0725","Plants",2500
"AT0726","Plants",1300
"AT0801","Plants",700
"AT0802","Plants",60
"AT0803","Plants",90
"AT0901","Plants",80
"AT0902","Plants",80
"AT0903","Plants",500
"AT0904","Plants",600
"AT0905","Plants",1300
"AT0906","Plants",1100
"AT0907","Plants",1400
"AT0908","Plants",80
"AT1001","Plants",2000
"AT1002","Plants",1500
"AT1003","Plants",800
"AT1004","Plants",3700
"AT1005","Plants",400
"AT1006","Plants",1700
"AT1007","Plants",2000
"AT1008","Plants",700
"AT1009","Plants",1900
"AT1010","Plants",1300
"AT1011","Plants",1000
"AT1012","Plants",2100
"AT1013","Plants",400
"AT1014","Plants",1900
"AT1015","Plants",1900
"AT1201","Plants",1200
"AT1202","Plants",3000
"AT1203","Plants",6300
"AT1302","Plants",1000
"AT1303","Plants",700
"AT1304","Plants",100
"AT1305","Plants",850
"AT1306","Plants",300
"AT1307","Plants",800
"AT1308","Plants",80
"AT1309","Plants",700
"AT1310","Plants",500
"AT1311","Plants",1100
"AT1312","Plants",1400
"AT1313","Plants",900
"AT1314","Plants",1100
"AT1315","Plants",1000
"AT1316","Plants",1100
"AT1318","Plants",750
"AT1319","Plants",1500
"AT1320","Plants",400
"AT1321","Plants",2000
"AT1322","Plants",4850
"AT1401","Plants",200
"AT1402","Plants",200
"AT1403","Plants",200
"AT1404","Plants",200
"AT1405","Plants",200
"IM0101","Plants",1827
"IM0102","Plants",10000
"IM0103","Plants",4000
"IM0104","Plants",2500
"IM0105","Plants",2500
"IM0106","Plants",3000
"IM0107","Plants",1100
"IM0108","Plants",2000
"IM0109","Plants",2600
"IM0110","Plants",220
"IM0111","Plants",1600
"IM0112","Plants",1500
"IM0113","Plants",2900
"IM0114","Plants",3000
"IM0115","Plants",1800
"IM0116","Plants",1000
"IM0117","Plants",1800
"IM0118","Plants",5500
"IM0119","Plants",4000
"IM0120","Plants",3500
"IM0121","Plants",3800
"IM0122","Plants",1500
"IM0123","Plants",5000
"IM0124","Plants",1500
"IM0125","Plants",380
"IM0126","Plants",3000
"IM0127","Plants",1500
"IM0128","Plants",2000
"IM0129","Plants",4300
"IM0130","Plants",2500
"IM0131","Plants",3800
"IM0132","Plants",2200
"IM0133","Plants",1379
"IM0134","Plants",2300
"IM0135","Plants",2800
"IM0136","Plants",3000
"IM0137","Plants",7000
"IM0138","Plants",1500
"IM0139","Plants",2300
"IM0140","Plants",3500
"IM0141","Plants",2800
"IM0142","Plants",1400
"IM0143","Plants",2700
"IM0144","Plants",3200
"IM0145","Plants",1100
"IM0146","Plants",7000
"IM0147","Plants",800
"IM0148","Plants",400
"IM0149","Plants",6500
"IM0150","Plants",2300
"IM0151","Plants",3300
"IM0152","Plants",4000
"IM0153","Plants",1400
"IM0154","Plants",2000
"IM0155","Plants",2200
"IM0156","Plants",1400
"IM0157","Plants",1600
"IM0158","Plants",7500
"IM0159","Plants",3500
"IM0160","Plants",2000
"IM0161","Plants",1600
"IM0162","Plants",800
"IM0163","Plants",4000
"IM0164","Plants",800
"IM0165","Plants",700
"IM0166","Plants",2100
"IM0167","Plants",2000
"IM0168","Plants",3500
"IM0169","Plants",3000
"IM0170","Plants",2000
"IM0171","Plants",2700
"IM0172","Plants",3000
"IM0201","Plants",1800
"IM0202","Plants",3000
"IM0203","Plants",1200
"IM0204","Plants",1200
"IM0205","Plants",1000
"IM0206","Plants",1400
"IM0207","Plants",1000
"IM0208","Plants",1000
"IM0209","Plants",2000
"IM0210","Plants",4000
"IM0211","Plants",1700
"IM0212","Plants",1200
"IM0301","Plants",1000
"IM0302","Plants",1300
"IM0303","Plants",1000
"IM0304","Plants",1000
"IM0401","Plants",4500
"IM0402","Plants",2500
"IM0403","Plants",1200
"IM0501","Plants",2000
"IM0502","Plants",1000
"IM0701","Plants",1000
"IM0901","Plants",800
"IM1001","Plants",3800
"IM1301","Plants",1300
"IM1302","Plants",400
"IM1303","Plants",1000
"IM1304","Plants",650
"IM1401","Plants",200
"IM1402","Plants",200
"IM1403","Plants",200
"IM1404","Plants",200
"IM1405","Plants",250
"IM1406","Plants",350
"NA0201","Plants",1700
"NA0302","Plants",4400
"NA0303","Plants",3300
"NA0401","Plants",1883
"NA0402","Plants",2487
"NA0403","Plants",2398
"NA0404","Plants",2332
"NA0405","Plants",1553
"NA0406","Plants",1228
"NA0407","Plants",1381
"NA0408","Plants",1033
"NA0409","Plants",1468
"NA0410","Plants",1496
"NA0411","Plants",1695
"NA0412","Plants",1743
"NA0413","Plants",3363
"NA0414","Plants",2243
"NA0415","Plants",1420
"NA0416","Plants",1459
"NA0417","Plants",1067
"NA0501","Plants",660
"NA0502","Plants",740
"NA0503","Plants",2204
"NA0504","Plants",632
"NA0505","Plants",1134
"NA0506","Plants",1325
"NA0507","Plants",1328
"NA0508","Plants",1296
"NA0509","Plants",909
"NA0510","Plants",1109
"NA0511","Plants",1626
"NA0512","Plants",1224
"NA0513","Plants",951
"NA0514","Plants",1012
"NA0515","Plants",1043
"NA0516","Plants",1859
"NA0517","Plants",1488
"NA0518","Plants",1695
"NA0519","Plants",1212
"NA0520","Plants",615
"NA0521","Plants",876
"NA0522","Plants",1355
"NA0523","Plants",1729
"NA0524","Plants",1100
"NA0525","Plants",459
"NA0526","Plants",1200
"NA0527","Plants",2373
"NA0528","Plants",1933
"NA0529","Plants",3095
"NA0530","Plants",1109
"NA0601","Plants",510
"NA0602","Plants",1246
"NA0603","Plants",738
"NA0604","Plants",407
"NA0605","Plants",1140
"NA0606","Plants",925
"NA0607","Plants",810
"NA0608","Plants",613
"NA0609","Plants",797
"NA0610","Plants",722
"NA0611","Plants",473
"NA0612","Plants",720
"NA0613","Plants",823
"NA0614","Plants",576
"NA0615","Plants",258
"NA0616","Plants",1178
"NA0617","Plants",692
"NA0701","Plants",2180
"NA0801","Plants",1682
"NA0802","Plants",1464
"NA0803","Plants",2081
"NA0804","Plants",2124
"NA0805","Plants",1779
"NA0806","Plants",2361
"NA0807","Plants",1174
"NA0808","Plants",1197
"NA0809","Plants",1185
"NA0810","Plants",1595
"NA0811","Plants",1867
"NA0812","Plants",1055
"NA0813","Plants",1290
"NA0814","Plants",1531
"NA0815","Plants",2359
"NA1101","Plants",747
"NA1102","Plants",388
"NA1103","Plants",539
"NA1104","Plants",580
"NA1105","Plants",135
"NA1106","Plants",553
"NA1107","Plants",538
"NA1108","Plants",593
"NA1109","Plants",216
"NA1110","Plants",245
"NA1111","Plants",617
"NA1112","Plants",200
"NA1113","Plants",480
"NA1114","Plants",497
"NA1115","Plants",371
"NA1116","Plants",589
"NA1117","Plants",792
"NA1118","Plants",286
"NA1201","Plants",1650
"NA1202","Plants",2105
"NA1203","Plants",2075
"NA1301","Plants",1900
"NA1302","Plants",3200
"NA1303","Plants",3500
"NA1304","Plants",2556
"NA1305","Plants",2519
"NA1306","Plants",1300
"NA1307","Plants",3500
"NA1308","Plants",2490
"NA1309","Plants",2169
"NA1310","Plants",2700
"NA1311","Plants",1900
"NA1312","Plants",1900
"NA1313","Plants",1557
"NT0101","Plants",4500
"NT0102","Plants",1500
"NT0103","Plants",5000
"NT0104","Plants",6000
"NT0105","Plants",6000
"NT0106","Plants",1500
"NT0107","Plants",9000
"NT0108","Plants",1900
"NT0109","Plants",4500
"NT0111","Plants",4100
"NT0112","Plants",3500
"NT0113","Plants",3800
"NT0114","Plants",2500
"NT0115","Plants",9000
"NT0116","Plants",320
"NT0117","Plants",3700
"NT0118","Plants",5500
"NT0119","Plants",3300
"NT0120","Plants",3500
"NT0121","Plants",6500
"NT0122","Plants",3300
"NT0124","Plants",8000
"NT0125","Plants",8000
"NT0126","Plants",2500
"NT0127","Plants",3800
"NT0128","Plants",3200
"NT0129","Plants",8000
"NT0130","Plants",6500
"NT0131","Plants",2800
"NT0132","Plants",8000
"NT0133","Plants",5000
"NT0134","Plants",1500
"NT0135","Plants",6000
"NT0136","Plants",5500
"NT0137","Plants",4500
"NT0138","Plants",3500
"NT0139","Plants",3200
"NT0140","Plants",4000
"NT0141","Plants",4500
"NT0142","Plants",7000
"NT0143","Plants",6500
"NT0144","Plants",1000
"NT0145","Plants",6500
"NT0146","Plants",3200
"NT0147","Plants",1700
"NT0148","Plants",1900
"NT0149","Plants",700
"NT0150","Plants",6500
"NT0151","Plants",3000
"NT0152","Plants",2500
"NT0153","Plants",6500
"NT0154","Plants",6500
"NT0155","Plants",1800
"NT0156","Plants",5000
"NT0157","Plants",5000
"NT0158","Plants",3000
"NT0159","Plants",1600
"NT0160","Plants",9000
"NT0161","Plants",2750
"NT0162","Plants",4100
"NT0163","Plants",7000
"NT0164","Plants",1034
"NT0165","Plants",3500
"NT0166","Plants",8500
"NT0167","Plants",8500
"NT0168","Plants",5000
"NT0169","Plants",2900
"NT0170","Plants",4500
"NT0171","Plants",2100
"NT0173","Plants",6500
"NT0174","Plants",4050
"NT0175","Plants",4500
"NT0176","Plants",6000
"NT0177","Plants",2700
"NT0178","Plants",5300
"NT0179","Plants",1600
"NT0180","Plants",5000
"NT0181","Plants",1600
"NT0182","Plants",5000
"NT0201","Plants",1800
"NT0202","Plants",2000
"NT0204","Plants",4200
"NT0205","Plants",4300
"NT0206","Plants",900
"NT0207","Plants",1000
"NT0209","Plants",3300
"NT0210","Plants",990
"NT0211","Plants",2100
"NT0212","Plants",1200
"NT0213","Plants",2500
"NT0214","Plants",1250
"NT0215","Plants",1500
"NT0216","Plants",110
"NT0217","Plants",1500
"NT0218","Plants",1100
"NT0219","Plants",900
"NT0220","Plants",200
"NT0221","Plants",1300
"NT0222","Plants",1500
"NT0223","Plants",1400
"NT0224","Plants",1900
"NT0225","Plants",900
"NT0226","Plants",900
"NT0227","Plants",550
"NT0228","Plants",2100
"NT0229","Plants",1100
"NT0230","Plants",4000
"NT0232","Plants",800
"NT0233","Plants",1100
"NT0235","Plants",1150
"NT0301","Plants",750
"NT0302","Plants",1500
"NT0303","Plants",4900
"NT0304","Plants",1500
"NT0305","Plants",2200
"NT0306","Plants",1800
"NT0307","Plants",800
"NT0308","Plants",3100
"NT0309","Plants",4200
"NT0310","Plants",4900
"NT0401","Plants",225
"NT0402","Plants",450
"NT0404","Plants",800
"NT0702","Plants",1500
"NT0703","Plants",1500
"NT0704","Plants",6500
"NT0705","Plants",30
"NT0707","Plants",1200
"NT0708","Plants",1100
"NT0709","Plants",2600
"NT0710","Plants",2500
"NT0801","Plants",700
"NT0802","Plants",700
"NT0803","Plants",1750
"NT0805","Plants",1200
"NT0902","Plants",900
"NT0903","Plants",400
"NT0904","Plants",1362
"NT0905","Plants",1050
"NT0906","Plants",1100
"NT0907","Plants",1700
"NT0908","Plants",1400
"NT0909","Plants",1400
"NT1001","Plants",1100
"NT1002","Plants",1200
"NT1003","Plants",1300
"NT1004","Plants",1500
"NT1005","Plants",700
"NT1006","Plants",2500
"NT1007","Plants",800
"NT1008","Plants",800
"NT1010","Plants",200
"NT1201","Plants",2600
"NT1301","Plants",1400
"NT1303","Plants",800
"NT1304","Plants",1500
"NT1305","Plants",320
"NT1306","Plants",900
"NT1307","Plants",541
"NT1308","Plants",900
"NT1309","Plants",1700
"NT1312","Plants",1400
"NT1313","Plants",1200
"NT1314","Plants",550
"NT1315","Plants",1050
"NT1316","Plants",2700
"NT1318","Plants",0
"NT1401","Plants",200
"NT1402","Plants",200
"NT1403","Plants",200
"NT1404","Plants",200
"NT1405","Plants",200
"NT1406","Plants",200
"NT1407","Plants",200
"OC0103","Plants",130
"OC0105","Plants",1450
"OC0106","Plants",935
"OC0108","Plants",318
"OC0109","Plants",500
"OC0110","Plants",175
"OC0112","Plants",775
"OC0114","Plants",480
"OC0115","Plants",140
"OC0117","Plants",50
"OC0201","Plants",500
"OC0202","Plants",659
"OC0203","Plants",400
"OC0701","Plants",124
"OC0702","Plants",384
"PA0101","Plants",3500
"PA0102","Plants",6000
"PA0401","Plants",2500
"PA0402","Plants",1900
"PA0403","Plants",510
"PA0404","Plants",3500
"PA0405","Plants",1700
"PA0406","Plants",2000
"PA0407","Plants",2000
"PA0408","Plants",5000
"PA0409","Plants",1600
"PA0410","Plants",2000
"PA0411","Plants",3100
"PA0412","Plants",2300
"PA0413","Plants",2000
"PA0414","Plants",2500
"PA0415","Plants",3000
"PA0416","Plants",2600
"PA0417","Plants",4500
"PA0418","Plants",3700
"PA0419","Plants",1900
"PA0420","Plants",2800
"PA0421","Plants",1300
"PA0422","Plants",3200
"PA0423","Plants",1200
"PA0424","Plants",2800
"PA0425","Plants",760
"PA0426","Plants",2200
"PA0427","Plants",1700
"PA0428","Plants",2500
"PA0429","Plants",600
"PA0430","Plants",1800
"PA0431","Plants",2700
"PA0432","Plants",1200
"PA0433","Plants",3300
"PA0434","Plants",3400
"PA0435","Plants",3000
"PA0436","Plants",1800
"PA0437","Plants",3000
"PA0438","Plants",1000
"PA0439","Plants",2300
"PA0440","Plants",3000
"PA0441","Plants",2700
"PA0442","Plants",600
"PA0443","Plants",1800
"PA0444","Plants",1200
"PA0445","Plants",2900
"PA0446","Plants",1800
"PA0501","Plants",5000
"PA0502","Plants",2000
"PA0503","Plants",500
"PA0504","Plants",2700
"PA0505","Plants",800
"PA0506","Plants",1300
"PA0507","Plants",700
"PA0508","Plants",700
"PA0509","Plants",3000
"PA0510","Plants",1400
"PA0511","Plants",1300
"PA0512","Plants",1200
"PA0513","Plants",2300
"PA0514","Plants",2500
"PA0515","Plants",2200
"PA0516","Plants",3500
"PA0517","Plants",1500
"PA0518","Plants",5000
"PA0519","Plants",1200
"PA0520","Plants",600
"PA0521","Plants",1500
"PA0601","Plants",1400
"PA0602","Plants",377
"PA0603","Plants",700
"PA0604","Plants",500
"PA0605","Plants",800
"PA0606","Plants",1100
"PA0607","Plants",600
"PA0608","Plants",1400
"PA0609","Plants",1000
"PA0610","Plants",1600
"PA0611","Plants",900
"PA0801","Plants",2100
"PA0802","Plants",1200
"PA0803","Plants",1000
"PA0804","Plants",1200
"PA0805","Plants",2500
"PA0806","Plants",1500
"PA0807","Plants",327
"PA0808","Plants",3500
"PA0809","Plants",1200
"PA0810","Plants",1800
"PA0811","Plants",1000
"PA0812","Plants",1400
"PA0813","Plants",1200
"PA0814","Plants",2800
"PA0815","Plants",700
"PA0816","Plants",1000
"PA0817","Plants",1300
"PA0818","Plants",1700
"PA0901","Plants",900
"PA0902","Plants",300
"PA0903","Plants",600
"PA0904","Plants",800
"PA0905","Plants",100
"PA0906","Plants",400
"PA0907","Plants",1000
"PA0908","Plants",300
"PA1001","Plants",1800
"PA1002","Plants",1000
"PA1003","Plants",1500
"PA1004","Plants",1200
"PA1005","Plants",800
"PA1006","Plants",1500
"PA1007","Plants",500
"PA1008","Plants",1800
"PA1009","Plants",1500
"PA1010","Plants",1000
"PA1011","Plants",800
"PA1012","Plants",1500
"PA1013","Plants",1100
"PA1014","Plants",900
"PA1015","Plants",900
"PA1016","Plants",1000
"PA1017","Plants",2500
"PA1018","Plants",800
"PA1019","Plants",3000
"PA1020","Plants",1400
"PA1021","Plants",1500
"PA1022","Plants",1000
"PA1101","Plants",200
"PA1102","Plants",950
"PA1103","Plants",450
"PA1104","Plants",950
"PA1105","Plants",300
"PA1106","Plants",500
"PA1107","Plants",550
"PA1108","Plants",550
"PA1109","Plants",120
"PA1110","Plants",1000
"PA1111","Plants",650
"PA1112","Plants",500
"PA1113","Plants",387
"PA1114","Plants",450
"PA1201","Plants",2500
"PA1202","Plants",2400
"PA1203","Plants",1130
"PA1204","Plants",1800
"PA1205","Plants",1600
"PA1206","Plants",1500
"PA1207","Plants",3200
"PA1208","Plants",3200
"PA1209","Plants",2500
"PA1210","Plants",2800
"PA1211","Plants",3300
"PA1212","Plants",1600
"PA1213","Plants",1200
"PA1214","Plants",1500
"PA1215","Plants",2800
"PA1216","Plants",1400
"PA1217","Plants",4000
"PA1218","Plants",2100
"PA1219","Plants",400
"PA1220","Plants",4000
"PA1221","Plants",2600
"PA1222","Plants",3300
"PA1301","Plants",600
"PA1302","Plants",700
"PA1303","Plants",900
"PA1304","Plants",300
"PA1305","Plants",1500
"PA1306","Plants",1100
"PA1307","Plants",2000
"PA1308","Plants",700
"PA1309","Plants",1700
"PA1310","Plants",800
"PA1311","Plants",900
"PA1312","Plants",900
"PA1313","Plants",1300
"PA1314","Plants",400
"PA1315","Plants",400
"PA1316","Plants",600
"PA1317","Plants",1200
"PA1318","Plants",800
"PA1319","Plants",700
"PA1320","Plants",1100
"PA1321","Plants",1150
"PA1322","Plants",1300
"PA1323","Plants",350
"PA1324","Plants",250
"PA1325","Plants",900
"PA1326","Plants",700
"PA1327","Plants",500
"PA1328","Plants",900
"PA1329","Plants",500
"PA1330","Plants",400
"PA1331","Plants",580
"PA1332","Plants",550
"PA1333","Plants",350
