"TAXA","ecoregions","allLUType","value"
"Birds","AT1006","CurC_L",0.949880057665728
"Birds","AT1006","CurC_M",0.641921758490965
"Birds","AT1006","CurNC",0.55821535569394
"Birds","AT1006","CurNC_L",0.949880057665728
"Birds","AT1006","CurNC_M",0.641921758490965
"Birds","AT1006","PriFor",1
"Birds","AT1007","Cur0",1
"Birds","AT1007","CurC",0.55821535569394
"Birds","AT1007","CurC_L",0.949880057665727
"Birds","AT1007","CurC_M",0.641921758490965
"Birds","AT1007","CurNC",0.55821535569394
"Birds","AT1007","CurNC_L",0.949880057665727
"Birds","AT1007","CurNC_M",0.641921758490965
"Birds","AT1007","PriFor",1
"Birds","AT1008","Cur0",1
"Birds","AT1008","CurC",0.55821535569394
"Birds","AT1008","CurC_L",0.949880057665728
"Birds","AT1008","CurC_M",0.641921758490965
"Birds","AT1008","CurNC",0.55821535569394
"Birds","AT1008","CurNC_L",0.949880057665728
"Birds","AT1008","CurNC_M",0.641921758490965
"Birds","AT1008","PriFor",1
"Birds","AT1009","Cur0",1
"Birds","AT1009","CurC",0.55821535569394
"Birds","AT1009","CurC_L",0.949880057665728
"Birds","AT1009","CurC_M",0.641921758490965
"Birds","AT1009","CurNC",0.55821535569394
"Birds","AT1009","CurNC_L",0.949880057665728
"Birds","AT1009","CurNC_M",0.641921758490965
"Birds","AT1009","PriFor",1
"Birds","AT1010","Cur0",1
"Birds","AT1010","CurC",0.55821535569394
"Birds","AT1010","CurC_L",0.949880057665728
"Birds","AT1010","CurC_M",0.641921758490965
"Birds","AT1010","CurNC",0.55821535569394
"Birds","AT1010","CurNC_L",0.949880057665728
"Birds","AT1010","CurNC_M",0.641921758490965
"Birds","AT1010","PriFor",1
"Birds","AT1011","Cur0",1
"Birds","AT1011","CurC",0.55821535569394
"Birds","AT1011","CurC_L",0.949880057665728
"Birds","AT1011","CurC_M",0.641921758490965
"Birds","AT1011","CurNC",0.55821535569394
"Birds","AT1011","CurNC_L",0.949880057665728
"Birds","AT1011","CurNC_M",0.641921758490965
"Birds","AT1011","PriFor",1
"Birds","AT1012","Cur0",1
"Birds","AT1012","CurC",0.55821535569394
"Birds","AT1012","CurC_L",0.949880057665728
"Birds","AT1012","CurC_M",0.641921758490965
"Birds","AT1012","CurNC",0.55821535569394
"Birds","AT1012","CurNC_L",0.949880057665728
"Birds","AT1012","CurNC_M",0.641921758490965
"Birds","AT1012","PriFor",1
"Birds","AT1013","Cur0",1
"Birds","AT1013","CurC",0.55821535569394
"Birds","AT1013","CurC_L",0.949880057665728
"Birds","AT1013","CurC_M",0.641921758490965
"Birds","AT1013","CurNC",0.55821535569394
"Birds","AT1013","CurNC_L",0.949880057665728
"Birds","AT1013","CurNC_M",0.641921758490965
"Birds","AT1013","PriFor",1
"Birds","AT1014","Cur0",1
"Birds","AT1014","CurC",0.55821535569394
"Birds","AT1014","CurC_L",0.949880057665728
"Birds","AT1014","CurC_M",0.641921758490965
"Birds","AT1014","CurNC",0.55821535569394
"Birds","AT1014","CurNC_L",0.949880057665728
"Birds","AT1014","CurNC_M",0.641921758490965
"Birds","AT1014","PriFor",1
"Birds","AT1015","Cur0",1
"Birds","AT1015","CurC",0.55821535569394
"Birds","AT1015","CurC_L",0.949880057665728
"Birds","AT1015","CurC_M",0.641921758490965
"Birds","AT1015","CurNC",0.55821535569394
"Birds","AT1015","CurNC_L",0.949880057665728
"Birds","AT1015","CurNC_M",0.641921758490965
"Birds","AT1015","PriFor",1
"Birds","AT1201","Cur0",1
"Birds","AT1201","CurC",0.55821535569394
"Birds","AT1201","CurC_L",0.949880057665728
"Birds","AT1201","CurC_M",0.641921758490965
"Birds","AT1201","CurNC",0.55821535569394
"Birds","AT1201","CurNC_L",0.949880057665728
"Birds","AT1201","CurNC_M",0.641921758490965
"Birds","AT1201","PriFor",1
"Birds","AT1202","Cur0",1
"Birds","AT1202","CurC",0.55821535569394
"Birds","AT1202","CurC_L",0.949880057665728
"Birds","AT1202","CurC_M",0.641921758490965
"Birds","AT1202","CurNC",0.55821535569394
"Birds","AT1202","CurNC_L",0.949880057665728
"Birds","AT1202","CurNC_M",0.641921758490965
"Birds","AT1202","PriFor",1
"Birds","AT1203","Cur0",1
"Birds","AT1203","CurC",0.55821535569394
"Birds","AT1203","CurC_L",0.949880057665728
"Birds","AT1203","CurC_M",0.641921758490965
"Birds","AT1203","CurNC",0.55821535569394
"Birds","AT1203","CurNC_L",0.949880057665728
"Birds","AT1203","CurNC_M",0.641921758490965
"Birds","AT1203","PriFor",1
"Birds","AT1302","Cur0",1
"Birds","AT1302","CurC",0.413440210495114
"Birds","AT1302","CurC_L",0.949880057665728
"Birds","AT1302","CurC_M",0.578104348542068
"Birds","AT1302","CurNC",0.413440210495114
"Birds","AT1302","CurNC_L",0.949880057665728
"Birds","AT1302","CurNC_M",0.578104348542068
"Birds","AT1302","PriFor",1
"Birds","AT1303","Cur0",1
"Birds","AT1303","CurC",0.55821535569394
"Birds","AT1303","CurC_L",0.949880057665728
"Birds","AT1303","CurC_M",0.641921758490965
"Birds","AT1303","CurNC",0.55821535569394
"Birds","AT1303","CurNC_L",0.949880057665728
"Birds","AT1303","CurNC_M",0.641921758490965
"Birds","AT1303","PriFor",1
"Birds","AT1304","Cur0",1
"Birds","AT1304","CurC",0.55821535569394
"Birds","AT1304","CurC_L",0.949880057665727
"Birds","AT1304","CurC_M",0.641921758490965
"Birds","AT1304","CurNC",0.55821535569394
"Birds","AT1304","CurNC_L",0.949880057665727
"Birds","AT1304","CurNC_M",0.641921758490965
"Birds","AT1304","PriFor",1
"Birds","AT1305","Cur0",1
"Birds","AT1305","CurC",0.55821535569394
"Birds","AT1305","CurC_L",0.949880057665728
"Birds","AT1305","CurC_M",0.641921758490966
"Birds","AT1305","CurNC",0.55821535569394
"Birds","AT1305","CurNC_L",0.949880057665728
"Birds","AT1305","CurNC_M",0.641921758490966
"Birds","AT1305","PriFor",1
"Birds","AT1306","Cur0",1
"Birds","AT1306","CurC",0.413440210495114
"Birds","AT1306","CurC_L",0.949880057665727
"Birds","AT1306","CurC_M",0.578104348542068
"Birds","AT1306","CurNC",0.413440210495114
"Birds","AT1306","CurNC_L",0.949880057665727
"Birds","AT1306","CurNC_M",0.578104348542068
"Birds","AT1306","PriFor",1
"Birds","AT1307","Cur0",1
"Birds","AT1307","CurC",0.55821535569394
"Birds","AT1307","CurC_L",0.949880057665728
"Birds","AT1307","CurC_M",0.641921758490965
"Birds","AT1307","CurNC",0.55821535569394
"Birds","AT1307","CurNC_L",0.949880057665728
"Birds","AT1307","CurNC_M",0.641921758490965
"Birds","AT1307","PriFor",1
"Birds","AT1309","Cur0",1
"Birds","AT1309","CurC",0.55821535569394
"Birds","AT1309","CurC_L",0.949880057665728
"Birds","AT1309","CurC_M",0.641921758490965
"Birds","AT1309","CurNC",0.55821535569394
"Birds","AT1309","CurNC_L",0.949880057665728
"Birds","AT1309","CurNC_M",0.641921758490965
"Birds","AT1309","PriFor",1
"Birds","AT1310","Cur0",1
"Birds","AT1310","CurC",0.55821535569394
"Birds","AT1310","CurC_L",0.949880057665728
"Birds","AT1310","CurC_M",0.641921758490965
"Birds","AT1310","CurNC",0.55821535569394
"Birds","AT1310","CurNC_L",0.949880057665728
"Birds","AT1310","CurNC_M",0.641921758490965
"Birds","AT1310","PriFor",1
"Birds","AT1311","Cur0",1
"Birds","AT1311","CurC",0.55821535569394
"Birds","AT1311","CurC_L",0.949880057665728
"Birds","AT1311","CurC_M",0.641921758490965
"Birds","AT1311","CurNC",0.55821535569394
"Birds","AT1311","CurNC_L",0.949880057665728
"Birds","AT1311","CurNC_M",0.641921758490965
"Birds","AT1311","PriFor",1
"Birds","AT1312","Cur0",1
"Birds","AT1312","CurC",0.55821535569394
"Birds","AT1312","CurC_L",0.949880057665728
"Birds","AT1312","CurC_M",0.641921758490965
"Birds","AT1312","CurNC",0.55821535569394
"Birds","AT1312","CurNC_L",0.949880057665728
"Birds","AT1312","CurNC_M",0.641921758490965
"Birds","AT1312","PriFor",1
"Birds","AT1313","Cur0",1
"Birds","AT1313","CurC",0.55821535569394
"Birds","AT1313","CurC_L",0.949880057665728
"Birds","AT1313","CurC_M",0.641921758490965
"Birds","AT1313","CurNC",0.55821535569394
"Birds","AT1313","CurNC_L",0.949880057665728
"Birds","AT1313","CurNC_M",0.641921758490965
"Birds","AT1313","PriFor",1
"Birds","AT1314","Cur0",1
"Birds","AT1314","CurC",0.55821535569394
"Birds","AT1314","CurC_L",0.949880057665728
"Birds","AT1314","CurC_M",0.641921758490965
"Birds","AT1314","CurNC",0.55821535569394
"Birds","AT1314","CurNC_L",0.949880057665728
"Birds","AT1314","CurNC_M",0.641921758490965
"Birds","AT1314","PriFor",1
"Birds","AT1315","Cur0",1
"Birds","AT1315","CurC",0.55821535569394
"Birds","AT1315","CurC_L",0.949880057665728
"Birds","AT1315","CurC_M",0.641921758490965
"Birds","AT1315","CurNC",0.55821535569394
"Birds","AT1315","CurNC_L",0.949880057665728
"Birds","AT1315","CurNC_M",0.641921758490965
"Birds","AT1315","PriFor",1
"Birds","AT1316","Cur0",1
"Birds","AT1316","CurC",0.55821535569394
"Birds","AT1316","CurC_L",0.949880057665728
"Birds","AT1316","CurC_M",0.641921758490965
"Birds","AT1316","CurNC",0.55821535569394
"Birds","AT1316","CurNC_L",0.949880057665728
"Birds","AT1316","CurNC_M",0.641921758490965
"Birds","AT1316","PriFor",1
"Birds","AT1318","Cur0",1
"Birds","AT1318","CurC",0.413440210495114
"Birds","AT1318","CurC_L",0.949880057665728
"Birds","AT1318","CurC_M",0.578104348542068
"Birds","AT1318","CurNC",0.413440210495114
"Birds","AT1318","CurNC_L",0.949880057665728
"Birds","AT1318","CurNC_M",0.578104348542068
"Birds","AT1318","PriFor",1
"Birds","AT1319","Cur0",1
"Birds","AT1319","CurC",0.55821535569394
"Birds","AT1319","CurC_L",0.949880057665728
"Birds","AT1319","CurC_M",0.641921758490965
"Birds","AT1319","CurNC",0.55821535569394
"Birds","AT1319","CurNC_L",0.949880057665728
"Birds","AT1319","CurNC_M",0.641921758490965
"Birds","AT1319","PriFor",1
"Birds","AT1320","Cur0",1
"Birds","AT1320","CurC",0.413440210495114
"Birds","AT1320","CurC_L",0.949880057665728
"Birds","AT1320","CurC_M",0.578104348542068
"Birds","AT1320","CurNC",0.413440210495114
"Birds","AT1320","CurNC_L",0.949880057665728
"Birds","AT1320","CurNC_M",0.578104348542068
"Birds","AT1320","PriFor",1
"Birds","AT1321","Cur0",1
"Birds","AT1321","CurC",0.413440210495114
"Birds","AT1321","CurC_L",0.949880057665728
"Birds","AT1321","CurC_M",0.578104348542068
"Birds","AT1321","CurNC",0.413440210495114
"Birds","AT1321","CurNC_L",0.949880057665728
"Birds","AT1321","CurNC_M",0.578104348542068
"Birds","AT1321","PriFor",1
"Birds","AT1322","Cur0",1
"Birds","AT1322","CurC",0.55821535569394
"Birds","AT1322","CurC_L",0.949880057665728
"Birds","AT1322","CurC_M",0.641921758490966
"Birds","AT1322","CurNC",0.55821535569394
"Birds","AT1322","CurNC_L",0.949880057665728
"Birds","AT1322","CurNC_M",0.641921758490966
"Birds","AT1322","PriFor",1
"Birds","AT1401","Cur0",1
"Birds","AT1401","CurC",0.55821535569394
"Birds","AT1401","CurC_L",0.949880057665728
"Birds","AT1401","CurC_M",0.641921758490965
"Birds","AT1401","CurNC",0.55821535569394
"Birds","AT1401","CurNC_L",0.949880057665728
"Birds","AT1401","CurNC_M",0.641921758490965
"Birds","AT1401","PriFor",1
"Birds","AT1402","Cur0",1
"Birds","AT1402","CurC",0.55821535569394
"Birds","AT1402","CurC_L",0.949880057665728
"Birds","AT1402","CurC_M",0.641921758490965
"Birds","AT1402","CurNC",0.55821535569394
"Birds","AT1402","CurNC_L",0.949880057665728
"Birds","AT1402","CurNC_M",0.641921758490965
"Birds","AT1402","PriFor",1
"Birds","AT1403","Cur0",1
"Birds","AT1403","CurC",0.55821535569394
"Birds","AT1403","CurC_L",0.949880057665728
"Birds","AT1403","CurC_M",0.641921758490965
"Birds","AT1403","CurNC",0.55821535569394
"Birds","AT1403","CurNC_L",0.949880057665728
"Birds","AT1403","CurNC_M",0.641921758490965
"Birds","AT1403","PriFor",1
"Birds","AT1404","Cur0",1
"Birds","AT1404","CurC",0.55821535569394
"Birds","AT1404","CurC_L",0.949880057665728
"Birds","AT1404","CurC_M",0.641921758490965
"Birds","AT1404","CurNC",0.55821535569394
"Birds","AT1404","CurNC_L",0.949880057665728
"Birds","AT1404","CurNC_M",0.641921758490965
"Birds","AT1404","PriFor",1
"Birds","AT1405","Cur0",1
"Birds","AT1405","CurC",0.55821535569394
"Birds","AT1405","CurC_L",0.949880057665728
"Birds","AT1405","CurC_M",0.641921758490965
"Birds","AT1405","CurNC",0.55821535569394
"Birds","AT1405","CurNC_L",0.949880057665728
"Birds","AT1405","CurNC_M",0.641921758490965
"Birds","AT1405","PriFor",1
"Birds","IM0101","Cur0",1
"Birds","IM0101","CurC",0.413440210495114
"Birds","IM0101","CurC_L",0.949880057665728
"Birds","IM0101","CurC_M",0.578104348542068
"Birds","IM0101","CurNC",0.413440210495114
"Birds","IM0101","CurNC_L",0.949880057665728
"Birds","IM0101","CurNC_M",0.578104348542068
"Birds","IM0101","PriFor",1
"Birds","IM0102","Cur0",1
"Birds","IM0102","CurC",0.413440210495114
"Birds","IM0102","CurC_L",0.949880057665728
"Birds","IM0102","CurC_M",0.578104348542068
"Birds","IM0102","CurNC",0.413440210495114
"Birds","IM0102","CurNC_L",0.949880057665728
"Birds","IM0102","CurNC_M",0.578104348542068
"Birds","IM0102","PriFor",1
"Birds","IM0103","Cur0",1
"Birds","IM0103","CurC",0.413440210495114
"Birds","IM0103","CurC_L",0.949880057665728
"Birds","IM0103","CurC_M",0.578104348542068
"Birds","IM0103","CurNC",0.413440210495114
"Birds","IM0103","CurNC_L",0.949880057665728
"Birds","IM0103","CurNC_M",0.578104348542068
"Birds","IM0103","PriFor",1
"Birds","IM0104","Cur0",1
"Birds","IM0104","CurC",0.413440210495114
"Birds","IM0104","CurC_L",0.949880057665728
"Birds","IM0104","CurC_M",0.578104348542068
"Birds","IM0104","CurNC",0.413440210495114
"Birds","IM0104","CurNC_L",0.949880057665728
"Birds","IM0104","CurNC_M",0.578104348542068
"Birds","IM0104","PriFor",1
"Birds","IM0105","Cur0",1
"Birds","IM0105","CurC",0.413440210495114
"Birds","IM0105","CurC_L",0.949880057665728
"Birds","IM0105","CurC_M",0.578104348542068
"Birds","IM0105","CurNC",0.413440210495114
"Birds","IM0105","CurNC_L",0.949880057665728
"Birds","IM0105","CurNC_M",0.578104348542068
"Birds","IM0105","PriFor",1
"Birds","IM0106","Cur0",1
"Birds","IM0106","CurC",0.413440210495114
"Birds","IM0106","CurC_L",0.949880057665728
"Birds","IM0106","CurC_M",0.578104348542068
"Birds","IM0106","CurNC",0.413440210495114
"Birds","IM0106","CurNC_L",0.949880057665728
"Birds","IM0106","CurNC_M",0.578104348542068
"Birds","IM0106","PriFor",1
"Birds","IM0107","Cur0",1
"Birds","IM0107","CurC",0.413440210495114
"Birds","IM0107","CurC_L",0.949880057665728
"Birds","IM0107","CurC_M",0.578104348542068
"Birds","IM0107","CurNC",0.413440210495114
"Birds","IM0107","CurNC_L",0.949880057665728
"Birds","IM0107","CurNC_M",0.578104348542068
"Birds","IM0107","PriFor",1
"Birds","IM0108","Cur0",1
"Birds","IM0108","CurC",0.413440210495114
"Birds","IM0108","CurC_L",0.949880057665727
"Birds","IM0108","CurC_M",0.578104348542068
"Birds","IM0108","CurNC",0.413440210495114
"Birds","IM0108","CurNC_L",0.949880057665727
"Birds","IM0108","CurNC_M",0.578104348542068
"Birds","IM0108","PriFor",1
"Birds","IM0109","Cur0",1
"Birds","IM0109","CurC",0.413440210495114
"Birds","IM0109","CurC_L",0.949880057665727
"Birds","IM0109","CurC_M",0.578104348542068
"Birds","IM0109","CurNC",0.413440210495114
"Birds","IM0109","CurNC_L",0.949880057665727
"Birds","IM0109","CurNC_M",0.578104348542068
"Birds","IM0109","PriFor",1
"Birds","IM0111","Cur0",1
"Birds","IM0111","CurC",0.413440210495114
"Birds","IM0111","CurC_L",0.949880057665728
"Birds","IM0111","CurC_M",0.578104348542068
"Birds","IM0111","CurNC",0.413440210495114
"Birds","IM0111","CurNC_L",0.949880057665728
"Birds","IM0111","CurNC_M",0.578104348542068
"Birds","IM0111","PriFor",1
"Birds","IM0112","Cur0",1
"Birds","IM0112","CurC",0.413440210495114
"Birds","IM0112","CurC_L",0.949880057665728
"Birds","IM0112","CurC_M",0.578104348542068
"Birds","IM0112","CurNC",0.413440210495114
"Birds","IM0112","CurNC_L",0.949880057665728
"Birds","IM0112","CurNC_M",0.578104348542068
"Birds","IM0112","PriFor",1
"Birds","IM0113","Cur0",1
"Birds","IM0113","CurC",0.413440210495114
"Birds","IM0113","CurC_L",0.949880057665728
"Birds","IM0113","CurC_M",0.578104348542068
"Birds","IM0113","CurNC",0.413440210495114
"Birds","IM0113","CurNC_L",0.949880057665728
"Birds","IM0113","CurNC_M",0.578104348542068
"Birds","IM0113","PriFor",1
"Birds","IM0114","Cur0",1
"Birds","IM0114","CurC",0.413440210495114
"Birds","IM0114","CurC_L",0.949880057665728
"Birds","IM0114","CurC_M",0.578104348542068
"Birds","IM0114","CurNC",0.413440210495114
"Birds","IM0114","CurNC_L",0.949880057665728
"Birds","IM0114","CurNC_M",0.578104348542068
"Birds","IM0114","PriFor",1
"Birds","IM0115","Cur0",1
"Birds","IM0115","CurC",0.413440210495114
"Birds","IM0115","CurC_L",0.949880057665728
"Birds","IM0115","CurC_M",0.578104348542068
"Birds","IM0115","CurNC",0.413440210495114
"Birds","IM0115","CurNC_L",0.949880057665728
"Birds","IM0115","CurNC_M",0.578104348542068
"Birds","IM0115","PriFor",1
"Birds","IM0116","Cur0",1
"Birds","IM0116","CurC",0.413440210495114
"Birds","IM0116","CurC_L",0.949880057665728
"Birds","IM0116","CurC_M",0.578104348542068
"Birds","IM0116","CurNC",0.413440210495114
"Birds","IM0116","CurNC_L",0.949880057665728
"Birds","IM0116","CurNC_M",0.578104348542068
"Birds","IM0116","PriFor",1
"Birds","IM0117","Cur0",1
"Birds","IM0117","CurC",0.413440210495114
"Birds","IM0117","CurC_L",0.949880057665728
"Birds","IM0117","CurC_M",0.578104348542068
"Birds","IM0117","CurNC",0.413440210495114
"Birds","IM0117","CurNC_L",0.949880057665728
"Birds","IM0117","CurNC_M",0.578104348542068
"Birds","IM0117","PriFor",1
"Birds","IM0118","Cur0",1
"Birds","IM0118","CurC",0.413440210495114
"Birds","IM0118","CurC_L",0.949880057665728
"Birds","IM0118","CurC_M",0.578104348542068
"Birds","IM0118","CurNC",0.413440210495114
"Birds","IM0118","CurNC_L",0.949880057665728
"Birds","IM0118","CurNC_M",0.578104348542068
"Birds","IM0118","PriFor",1
"Birds","IM0119","Cur0",1
"Birds","IM0119","CurC",0.413440210495114
"Birds","IM0119","CurC_L",0.949880057665728
"Birds","IM0119","CurC_M",0.578104348542068
"Birds","IM0119","CurNC",0.413440210495114
"Birds","IM0119","CurNC_L",0.949880057665728
"Birds","IM0119","CurNC_M",0.578104348542068
"Birds","IM0119","PriFor",1
"Birds","IM0120","Cur0",1
"Birds","IM0120","CurC",0.413440210495114
"Birds","IM0120","CurC_L",0.949880057665728
"Birds","IM0120","CurC_M",0.578104348542068
"Birds","IM0120","CurNC",0.413440210495114
"Birds","IM0120","CurNC_L",0.949880057665728
"Birds","IM0120","CurNC_M",0.578104348542068
"Birds","IM0120","PriFor",1
"Birds","IM0121","Cur0",1
"Birds","IM0121","CurC",0.413440210495114
"Birds","IM0121","CurC_L",0.949880057665728
"Birds","IM0121","CurC_M",0.578104348542068
"Birds","IM0121","CurNC",0.413440210495114
"Birds","IM0121","CurNC_L",0.949880057665728
"Birds","IM0121","CurNC_M",0.578104348542068
"Birds","IM0121","PriFor",1
"Birds","IM0122","Cur0",1
"Birds","IM0122","CurC",0.413440210495114
"Birds","IM0122","CurC_L",0.949880057665728
"Birds","IM0122","CurC_M",0.578104348542068
"Birds","IM0122","CurNC",0.413440210495114
"Birds","IM0122","CurNC_L",0.949880057665728
"Birds","IM0122","CurNC_M",0.578104348542068
"Birds","IM0122","PriFor",1
"Birds","IM0123","Cur0",1
"Birds","IM0123","CurC",0.413440210495114
"Birds","IM0123","CurC_L",0.949880057665728
"Birds","IM0123","CurC_M",0.578104348542068
"Birds","IM0123","CurNC",0.413440210495114
"Birds","IM0123","CurNC_L",0.949880057665728
"Birds","IM0123","CurNC_M",0.578104348542068
"Birds","IM0123","PriFor",1
"Birds","IM0124","Cur0",1
"Birds","IM0124","CurC",0.413440210495114
"Birds","IM0124","CurC_L",0.949880057665728
"Birds","IM0124","CurC_M",0.578104348542068
"Birds","IM0124","CurNC",0.413440210495114
"Birds","IM0124","CurNC_L",0.949880057665728
"Birds","IM0124","CurNC_M",0.578104348542068
"Birds","IM0124","PriFor",1
"Birds","IM0125","Cur0",1
"Birds","IM0125","CurC",0.413440210495114
"Birds","IM0125","CurC_L",0.949880057665728
"Birds","IM0125","CurC_M",0.578104348542068
"Birds","IM0125","CurNC",0.413440210495114
"Birds","IM0125","CurNC_L",0.949880057665728
"Birds","IM0125","CurNC_M",0.578104348542068
"Birds","IM0125","PriFor",1
"Birds","IM0126","Cur0",1
"Birds","IM0126","CurC",0.413440210495114
"Birds","IM0126","CurC_L",0.949880057665727
"Birds","IM0126","CurC_M",0.578104348542068
"Birds","IM0126","CurNC",0.413440210495114
"Birds","IM0126","CurNC_L",0.949880057665727
"Birds","IM0126","CurNC_M",0.578104348542068
"Birds","IM0126","PriFor",1
"Birds","IM0127","Cur0",1
"Birds","IM0127","CurC",0.413440210495114
"Birds","IM0127","CurC_L",0.949880057665728
"Birds","IM0127","CurC_M",0.578104348542068
"Birds","IM0127","CurNC",0.413440210495114
"Birds","IM0127","CurNC_L",0.949880057665728
"Birds","IM0127","CurNC_M",0.578104348542068
"Birds","IM0127","PriFor",1
"Birds","IM0128","Cur0",1
"Birds","IM0128","CurC",0.413440210495114
"Birds","IM0128","CurC_L",0.949880057665728
"Birds","IM0128","CurC_M",0.578104348542068
"Birds","IM0128","CurNC",0.413440210495114
"Birds","IM0128","CurNC_L",0.949880057665728
"Birds","IM0128","CurNC_M",0.578104348542068
"Birds","IM0128","PriFor",1
"Birds","IM0129","Cur0",1
"Birds","IM0129","CurC",0.413440210495114
"Birds","IM0129","CurC_L",0.949880057665728
"Birds","IM0129","CurC_M",0.578104348542068
"Birds","IM0129","CurNC",0.413440210495114
"Birds","IM0129","CurNC_L",0.949880057665728
"Birds","IM0129","CurNC_M",0.578104348542068
"Birds","IM0129","PriFor",1
"Birds","IM0130","Cur0",1
"Birds","IM0130","CurC",0.413440210495114
"Birds","IM0130","CurC_L",0.949880057665728
"Birds","IM0130","CurC_M",0.578104348542068
"Birds","IM0130","CurNC",0.413440210495114
"Birds","IM0130","CurNC_L",0.949880057665728
"Birds","IM0130","CurNC_M",0.578104348542068
"Birds","IM0130","PriFor",1
"Birds","IM0131","Cur0",1
"Birds","IM0131","CurC",0.413440210495114
"Birds","IM0131","CurC_L",0.949880057665728
"Birds","IM0131","CurC_M",0.578104348542068
"Birds","IM0131","CurNC",0.413440210495114
"Birds","IM0131","CurNC_L",0.949880057665728
"Birds","IM0131","CurNC_M",0.578104348542068
"Birds","IM0131","PriFor",1
"Birds","IM0132","Cur0",1
"Birds","IM0132","CurC",0.413440210495114
"Birds","IM0132","CurC_L",0.949880057665728
"Birds","IM0132","CurC_M",0.578104348542068
"Birds","IM0132","CurNC",0.413440210495114
"Birds","IM0132","CurNC_L",0.949880057665728
"Birds","IM0132","CurNC_M",0.578104348542068
"Birds","IM0132","PriFor",1
"Birds","IM0133","Cur0",1
"Birds","IM0133","CurC",0.413440210495114
"Birds","IM0133","CurC_L",0.949880057665728
"Birds","IM0133","CurC_M",0.578104348542068
"Birds","IM0133","CurNC",0.413440210495114
"Birds","IM0133","CurNC_L",0.949880057665728
"Birds","IM0133","CurNC_M",0.578104348542068
"Birds","IM0133","PriFor",1
"Birds","IM0134","Cur0",1
"Birds","IM0134","CurC",0.413440210495114
"Birds","IM0134","CurC_L",0.949880057665728
"Birds","IM0134","CurC_M",0.578104348542068
"Birds","IM0134","CurNC",0.413440210495114
"Birds","IM0134","CurNC_L",0.949880057665728
"Birds","IM0134","CurNC_M",0.578104348542068
"Birds","IM0134","PriFor",1
"Birds","IM0135","Cur0",1
"Birds","IM0135","CurC",0.413440210495114
"Birds","IM0135","CurC_L",0.949880057665728
"Birds","IM0135","CurC_M",0.578104348542068
"Birds","IM0135","CurNC",0.413440210495114
"Birds","IM0135","CurNC_L",0.949880057665728
"Birds","IM0135","CurNC_M",0.578104348542068
"Birds","IM0135","PriFor",1
"Birds","IM0136","Cur0",1
"Birds","IM0136","CurC",0.413440210495114
"Birds","IM0136","CurC_L",0.949880057665728
"Birds","IM0136","CurC_M",0.578104348542068
"Birds","IM0136","CurNC",0.413440210495114
"Birds","IM0136","CurNC_L",0.949880057665728
"Birds","IM0136","CurNC_M",0.578104348542068
"Birds","IM0136","PriFor",1
"Birds","IM0137","Cur0",1
"Birds","IM0137","CurC",0.413440210495114
"Birds","IM0137","CurC_L",0.949880057665728
"Birds","IM0137","CurC_M",0.578104348542068
"Birds","IM0137","CurNC",0.413440210495114
"Birds","IM0137","CurNC_L",0.949880057665728
"Birds","IM0137","CurNC_M",0.578104348542068
"Birds","IM0137","PriFor",1
"Birds","IM0138","Cur0",1
"Birds","IM0138","CurC",0.413440210495114
"Birds","IM0138","CurC_L",0.949880057665727
"Birds","IM0138","CurC_M",0.578104348542068
"Birds","IM0138","CurNC",0.413440210495114
"Birds","IM0138","CurNC_L",0.949880057665727
"Birds","IM0138","CurNC_M",0.578104348542068
"Birds","IM0138","PriFor",1
"Birds","IM0139","Cur0",1
"Birds","IM0139","CurC",0.413440210495114
"Birds","IM0139","CurC_L",0.949880057665728
"Birds","IM0139","CurC_M",0.578104348542068
"Birds","IM0139","CurNC",0.413440210495114
"Birds","IM0139","CurNC_L",0.949880057665728
"Birds","IM0139","CurNC_M",0.578104348542068
"Birds","IM0139","PriFor",1
"Birds","IM0140","Cur0",1
"Birds","IM0140","CurC",0.413440210495114
"Birds","IM0140","CurC_L",0.949880057665728
"Birds","IM0140","CurC_M",0.578104348542068
"Birds","IM0140","CurNC",0.413440210495114
"Birds","IM0140","CurNC_L",0.949880057665728
"Birds","IM0140","CurNC_M",0.578104348542068
"Birds","IM0140","PriFor",1
"Birds","IM0141","Cur0",1
"Birds","IM0141","CurC",0.413440210495114
"Birds","IM0141","CurC_L",0.949880057665728
"Birds","IM0141","CurC_M",0.578104348542068
"Birds","IM0141","CurNC",0.413440210495114
"Birds","IM0141","CurNC_L",0.949880057665728
"Birds","IM0141","CurNC_M",0.578104348542068
"Birds","IM0141","PriFor",1
"Birds","IM0142","Cur0",1
"Birds","IM0142","CurC",0.413440210495114
"Birds","IM0142","CurC_L",0.949880057665728
"Birds","IM0142","CurC_M",0.578104348542068
"Birds","IM0142","CurNC",0.413440210495114
"Birds","IM0142","CurNC_L",0.949880057665728
"Birds","IM0142","CurNC_M",0.578104348542068
"Birds","IM0142","PriFor",1
"Birds","IM0143","Cur0",1
"Birds","IM0143","CurC",0.413440210495114
"Birds","IM0143","CurC_L",0.949880057665728
"Birds","IM0143","CurC_M",0.578104348542068
"Birds","IM0143","CurNC",0.413440210495114
"Birds","IM0143","CurNC_L",0.949880057665728
"Birds","IM0143","CurNC_M",0.578104348542068
"Birds","IM0143","PriFor",1
"Birds","IM0144","Cur0",1
